school_id,school_name
917,한림대학교 보건과학대학원
918,한림대학교 보건대학원
919,한림대학교 사회복지대학원
920,한림대학교 임상치의학대학원
921,한림대학교 창의미래융합대학원
922,한밭대학교 산업대학원(산업대)
923,한밭대학교 정보통신전문대학원(산업대)
924,한밭대학교 창업경영대학원(산업대)
925,한서대학교 건강증진대학원
926,한서대학교 교육대학원
927,한서대학교 국제디자인융합전문대학원
928,한서대학교 국제예술디자인대학원
929,한서대학교 대학원
930,한서대학교 예술대학원
931,한서대학교 정보산업대학원
932,한서대학교 항공융합대학원
933,한서대학교 항공정보산업대학원
934,한성대학교 경영대학원
935,한성대학교 교육대학원
936,한성대학교 국방과학대학원
937,한성대학교 부동산대학원
938,한성대학교 예술대학원
939,한성대학교 일반대학원
940,한성대학교 지식서비스&컨설팅대학원
941,한남대학교 국방전략대학원
942,한남대학교 대학원
943,한남대학교 문화예술대학원
944,한남대학교 미래인재대학원
945,한남대학교 사회문화 행정복지대학원
946,한남대학교 사회문화대학원
947,한남대학교 학제신학대학원
948,한남대학교 행정복지대학원
949,한동대학교 교육대학원
950,한동대학교 국제개발협력대학원
951,한동대학교 국제경영대학원
952,한동대학교 국제법률대학원
953,한동대학교 상담대학원
954,한동대학교 일반대학원
955,한동대학교 통역번역대학원
956,한라대학교 정보산업대학원
957,한려대학교 경영행정대학원
958,한려대학교 보건대학원
959,한려대학교 사회복지대학원
960,한려대학교 일반대학원
961,한림대학교 간호대학원
962,한림대학교 경영대학원
963,한림대학교 국제학대학원
964,한림대학교 글로벌협력대학원
965,한림대학교 대학원
966,한국전통문화대학교 국가유산전문대학원
967,한국전통문화대학교 문화유산전문대학원
968,한국전통문화대학교 미래문화유산대학원
969,한국전통문화대학교 일반대학원
970,한국체육대학교 교육대학원
971,한국체육대학교 대학원
972,한국체육대학교 사회체육대학원
973,한국체육대학교 스포츠융복합대학원
974,한국침례신학대학교 교회음악대학원
975,한국침례신학대학교 대학원
976,한국침례신학대학교 목회신학대학원
977,한국침례신학대학교 상담대학원
978,한국침례신학대학교 상담복지대학원
979,한국침례신학대학교 선교대학원
980,한국침례신학대학교 성서주해대학원
981,한국침례신학대학교 신학대학원
982,한국항공대학교 대학원
983,한국항공대학교 항공 경영대학원
984,한국항공대학교 항공산업경영대학원
985,한국항공대학교 항공우주정책대학원
986,한남대학교 경영 국방전략대학원
987,한남대학교 경영대학원
